"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139479"",""01/25/2022"",60801.32,4576.44,.F.,""4256300"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139672"",""01/25/2022"",19239.42,1448.12,.F.,""4230000"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139673"",""01/25/2022"",89434.97,6731.68,.F.,""4230005"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139674"",""01/25/2022"",104472.91,7863.56,.F.,""4230032"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139675"",""01/25/2022"",72432.38,5451.90,.F.,""4230147"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139676"",""01/25/2022"",16021.43,1205.91,.F.,""4229999"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139677"",""01/25/2022"",95999.09,7225.79,.F.,""4229698"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139678"",""01/25/2022"",53160.96,4001.41,.F.,""4229756"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139679"",""01/25/2022"",38821.17,2922.06,.F.,""4229846"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139700"",""01/25/2022"",33227.41,2500.99,.F.,""4225707"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139701"",""01/25/2022"",53426.13,4021.36,.F.,""4229908"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139702"",""01/25/2022"",71610.66,5390.03,.F.,""4230026"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139703"",""01/25/2022"",18896.91,1422.35,.F.,""4251185"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139704"",""01/25/2022"",10125.72,762.16,.F.,""4251274"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139705"",""01/25/2022"",16506.99,1242.46,.F.,""4251315"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139706"",""01/25/2022"",14006.45,1054.26,.F.,""4251363"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139707"",""01/25/2022"",76103.63,5728.24,.F.,""4255895"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139708"",""01/25/2022"",52518.88,3953.05,.F.,""4255897"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139709"",""01/25/2022"",39166.32,2947.99,.F.,""4255907"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139710"",""01/25/2022"",22957.00,1727.94,.F.,""4255908"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139716"",""01/25/2022"",31607.82,2379.08,.F.,""4255909"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139717"",""01/25/2022"",32145.11,2419.55,.F.,""4255912"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139718"",""01/25/2022"",40488.04,3047.48,.F.,""4255922"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139719"",""01/25/2022"",28540.51,2148.22,.F.,""4255944"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139720"",""01/25/2022"",38975.15,2933.61,.F.,""4255951"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139721"",""01/25/2022"",27697.19,2084.76,.F.,""4255953"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139722"",""01/25/2022"",38447.99,2893.95,.F.,""4255963"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139758"",""01/25/2022"",30848.33,2321.90,.F.,""4256273"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139768"",""01/25/2022"",91466.55,6884.58,.F.,""4256031"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139769"",""01/25/2022"",74000.88,5569.96,.F.,""4256398"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139775"",""01/25/2022"",4154.33,312.69,.F.,""4227188"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139776"",""01/25/2022"",32625.52,2455.69,.F.,""4230006"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139777"",""01/25/2022"",17074.92,1285.20,.F.,""4230015"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139778"",""01/25/2022"",96284.62,7247.23,.F.,""4255874"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139779"",""01/25/2022"",111315.56,8378.60,.F.,""4255891"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139780"",""01/25/2022"",63259.46,4761.47,.F.,""4255913"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139781"",""01/25/2022"",66201.49,4982.87,.F.,""4255952"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139782"",""01/25/2022"",107278.29,8074.72,.F.,""4255967"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139783"",""01/25/2022"",34787.40,2618.41,.F.,""4255972"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139784"",""01/25/2022"",104785.18,7887.05,.F.,""4255983"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139785"",""01/25/2022"",32996.14,2483.58,.F.,""4255987"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139786"",""01/25/2022"",46145.56,3473.31,.F.,""4256022"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139787"",""01/25/2022"",62583.24,4710.56,.F.,""4256027"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139788"",""01/25/2022"",44526.31,3351.46,.F.,""4256029"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139789"",""01/25/2022"",49948.01,3759.49,.F.,""4256058"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139790"",""01/25/2022"",44985.91,3386.03,.F.,""4256071"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139791"",""01/25/2022"",69738.64,5249.16,.F.,""4256074"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139792"",""01/25/2022"",73464.50,5529.58,.F.,""4256088"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139793"",""01/25/2022"",35285.32,2655.90,.F.,""4256094"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139794"",""01/25/2022"",65475.57,4928.30,.F.,""4256096"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139795"",""01/25/2022"",63879.61,4808.14,.F.,""4256117"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139816"",""01/25/2022"",28277.86,2128.44,.F.,""4230184"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139817"",""01/25/2022"",49102.48,3695.88,.F.,""4229750"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139818"",""01/25/2022"",84650.75,6371.58,.F.,""4255979"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139819"",""01/25/2022"",83908.07,6315.64,.F.,""4256136"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139820"",""01/25/2022"",73339.38,5520.18,.F.,""4256141"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139821"",""01/25/2022"",41585.72,3130.10,.F.,""4256147"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139822"",""01/25/2022"",64174.99,4830.35,.F.,""4256204"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139823"",""01/25/2022"",68127.58,5127.89,.F.,""4256210"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139824"",""01/25/2022"",26017.54,1958.34,.F.,""4256222"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139825"",""01/25/2022"",101975.90,7675.58,.F.,""4256239"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139826"",""01/25/2022"",35924.78,2704.04,.F.,""4256241"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139827"",""01/25/2022"",29385.29,2211.77,.F.,""4256245"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139828"",""01/25/2022"",71833.01,5406.77,.F.,""4256271"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139829"",""01/25/2022"",96188.69,7240.04,.F.,""4256272"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139830"",""01/25/2022"",79425.12,5978.26,.F.,""4256281"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139831"",""01/25/2022"",80857.83,6086.08,.F.,""4256318"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139832"",""01/25/2022"",71315.08,5367.82,.F.,""4256324"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139833"",""01/25/2022"",31998.55,2408.50,.F.,""4256335"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139834"",""01/25/2022"",59071.81,4446.28,.F.,""4256338"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139835"",""01/25/2022"",29666.56,2232.98,.F.,""4256350"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139836"",""01/25/2022"",28671.16,2158.05,.F.,""4256366"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139837"",""01/25/2022"",42278.69,3182.29,.F.,""4263564"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139867"",""01/25/2022"",108079.68,8135.04,.F.,""4230107"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139868"",""01/25/2022"",67169.16,5055.75,.F.,""4229893"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139869"",""01/25/2022"",55299.59,4162.35,.F.,""4229907"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139870"",""01/25/2022"",25271.30,1902.17,.F.,""4230011"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139871"",""01/25/2022"",29768.73,2240.68,.F.,""4255902"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139872"",""01/25/2022"",31879.25,2399.47,.F.,""4255914"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139873"",""01/25/2022"",33388.34,2513.09,.F.,""4255945"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139874"",""01/25/2022"",98232.69,7393.87,.F.,""4256220"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139875"",""01/25/2022"",76258.91,5739.95,.F.,""4256255"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139876"",""01/25/2022"",79817.08,6007.74,.F.,""4256282"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139901"",""01/25/2022"",28675.33,2158.36,.F.,""4230170"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139902"",""01/25/2022"",39544.05,2976.47,.F.,""4229895"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139903"",""01/25/2022"",73799.20,5554.80,.F.,""4230017"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139904"",""01/25/2022"",4642.10,349.41,.F.,""4251413"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139905"",""01/25/2022"",82936.90,6242.55,.F.,""4255927"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139906"",""01/25/2022"",21281.33,1601.80,.F.,""4256150"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139907"",""01/25/2022"",30686.04,2309.69,.F.,""4256329"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139908"",""01/25/2022"",64994.63,4892.08,.F.,""4256348"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139932"",""01/25/2022"",51071.97,3844.13,.F.,""4256018"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139933"",""01/25/2022"",58524.14,4405.06,.F.,""4256110"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139934"",""01/25/2022"",62641.32,4714.99,.F.,""4263565"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139959"",""01/25/2022"",77781.86,5854.57,.F.,""4230046"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139963"",""01/25/2022"",97390.54,7330.50,.F.,""4230143"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139964"",""01/25/2022"",77797.28,5855.69,.F.,""4230104"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139968"",""01/25/2022"",50416.61,3794.82,.F.,""4255917"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139969"",""01/25/2022"",51259.04,3858.19,.F.,""4255890"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139997"",""01/25/2022"",110825.53,8341.74,.F.,""4229909"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001139998"",""01/25/2022"",4116.44,309.84,.F.,""4251404"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001139999"",""01/25/2022"",51315.43,3862.45,.F.,""4255888"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001140000"",""01/25/2022"",55912.62,4208.46,.F.,""4256378"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001140092"",""01/25/2022"",83544.99,6288.35,.F.,""4225597"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001140128"",""01/25/2022"",73715.68,5548.49,.F.,""4225596"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3001140136"",""01/25/2022"",100412.54,7557.90,.F.,""4229994"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001140163"",""01/25/2022"",59526.33,4480.49,.F.,""4256030"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001140286"",""01/25/2022"",100912.87,7595.59,.F.,""4229740"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3001140414"",""01/25/2022"",27818.15,2093.84,.F.,""4290567"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3001140415"",""01/25/2022"",54217.59,4080.91,.F.,""4256258"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3010213419"",""01/25/2022"",1697.51,727.45,.F.,""4231413"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3010213430"",""01/25/2022"",5069.21,2840.75,.F.,""4231256"""
"H,""30001760"", ""SOUTH STAR DRUG -  PAMPANGA"",""3010213433"",""01/25/2022"",18026.48,10371.69,.F.,""4226738"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213527"",""01/25/2022"",10846.63,6861.09,.F.,""4269831"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213528"",""01/25/2022"",1522.49,1027.51,.F.,""4269832"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213529"",""01/25/2022"",16024.66,10617.79,.F.,""4269841"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213530"",""01/25/2022"",6589.67,4252.40,.F.,""4269901"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213531"",""01/25/2022"",6000.15,3427.96,.F.,""4269912"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213532"",""01/25/2022"",4259.38,2325.43,.F.,""4269914"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213533"",""01/25/2022"",10796.03,6696.31,.F.,""4269920"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213534"",""01/25/2022"",13479.41,10785.71,.F.,""4269921"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213535"",""01/25/2022"",12931.78,11110.34,.F.,""4269922"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213537"",""01/25/2022"",12215.12,7205.86,.F.,""4269924"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213538"",""01/25/2022"",12507.43,9731.61,.F.,""4269926"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213539"",""01/25/2022"",1814.69,1027.71,.F.,""4269928"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213540"",""01/25/2022"",11949.55,9850.94,.F.,""4269930"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213541"",""01/25/2022"",3621.63,3935.86,.F.,""4270019"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213542"",""01/25/2022"",9085.59,5893.24,.F.,""4270056"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213543"",""01/25/2022"",12375.88,8216.66,.F.,""4269983"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213544"",""01/25/2022"",6262.92,6759.73,.F.,""4270060"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213545"",""01/25/2022"",6315.83,3739.11,.F.,""4269984"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213546"",""01/25/2022"",6597.48,4452.54,.F.,""4269968"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213547"",""01/25/2022"",6659.17,4298.36,.F.,""4269959"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213548"",""01/25/2022"",5961.13,5092.60,.F.,""4269958"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213549"",""01/25/2022"",11042.19,6961.50,.F.,""4270100"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213550"",""01/25/2022"",13897.45,8953.75,.F.,""4270109"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213551"",""01/25/2022"",10949.67,7192.76,.F.,""4270116"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213552"",""01/25/2022"",9919.11,8188.05,.F.,""4270067"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213553"",""01/25/2022"",10051.98,7755.52,.F.,""4270121"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213554"",""01/25/2022"",9837.46,6213.73,.F.,""4270176"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213555"",""01/25/2022"",9165.82,6087.96,.F.,""4270175"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213556"",""01/25/2022"",28949.03,25220.82,.F.,""4270177"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213557"",""01/25/2022"",11457.16,7535.27,.F.,""4270178"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213558"",""01/25/2022"",5474.87,3751.58,.F.,""4270180"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213559"",""01/25/2022"",8199.07,6897.63,.F.,""4270192"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213560"",""01/25/2022"",8771.19,5855.00,.F.,""4270068"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213561"",""01/25/2022"",11116.07,5763.94,.F.,""4270193"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213562"",""01/25/2022"",19361.57,14776.94,.F.,""4270232"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213563"",""01/25/2022"",6972.01,6467.67,.F.,""4270251"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213564"",""01/25/2022"",5397.46,3309.48,.F.,""4275320"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213565"",""01/25/2022"",13922.94,8176.93,.F.,""4275582"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213566"",""01/25/2022"",7669.31,5713.59,.F.,""4275606"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213567"",""01/25/2022"",10122.44,10467.80,.F.,""4270210"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213568"",""01/25/2022"",9731.92,6016.67,.F.,""4270201"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213569"",""01/25/2022"",1756.55,923.42,.F.,""4275635"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213570"",""01/25/2022"",1707.47,992.53,.F.,""4280998"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213571"",""01/25/2022"",9109.91,8258.97,.F.,""4269944"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213573"",""01/25/2022"",5740.09,2459.92,.F.,""4290552"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3010213574"",""01/25/2022"",853.74,496.26,.F.,""4290553"""
"H,""30012224"", ""DC CEBU MANDAUE"",""3020498903"",""01/25/2022"",7451.55,560.87,.F.,""4272931"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020498935"",""01/25/2022"",19218.48,1446.55,.F.,""4228395"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020498936"",""01/25/2022"",4047.00,304.59,.F.,""4228034"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020498937"",""01/25/2022"",4886.84,367.84,.F.,""4228338"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020498938"",""01/25/2022"",4930.37,371.13,.F.,""4228029"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020499034"",""01/25/2022"",6631.83,499.16,.F.,""4228168"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020499056"",""01/25/2022"",10965.79,825.36,.F.,""4228365"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3020499084"",""01/25/2022"",8420.56,633.82,.F.,""4228322"""
"H,""30013346"", ""DC5 - TIPAS TAGUIG"",""3030037520"",""01/25/2022"",2142.01,917.99,.F.,""4227842"""
"D,""3001139479"",""01/25/2022"",""153202"",""ALLERKID 5 MG SYR 60ML SS PH"",0,""BOT"",245.16,53.000,0.000,12993.310,909.53,12083.78,"""",0.000"
"D,""3001139479"",""01/25/2022"",""153087"",""DISUDRIN DRP 10ML SS PH"",0,""BOT"",107.49,51.000,0.000,5481.806,383.72,5098.09,"""",0.000"
"D,""3001139479"",""01/25/2022"",""153088"",""DISUDRIN SYR 60ML SS PH"",0,""BOT"",109.52,54.000,0.000,5914.339,414.01,5500.33,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151998"",""SOLMUX PEDIATECH DRP 15ML SS PH"",0,""BOT"",94.58,30.000,0.000,2837.520,198.63,2638.89,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151970"",""SOLMUX PED TR 200MG SYR 60ML SS PH"",0,""BOT"",100.83,37.000,0.000,3730.843,261.16,3469.68,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151971"",""SOLMUX PED TR 200MG SYR 120ML SS PH"",0,""BOT"",153.25,29.000,0.000,4444.238,311.09,4133.15,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151990"",""NEOZEP SYR (REF) 60ML SS PH"",0,""BOT"",91.26,5.000,0.000,456.288,31.94,424.35,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151987"",""EXPEL 15MG SYR 60ML SS PH"",0,""BOT"",110.54,83.000,0.000,9175.152,642.26,8532.89,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151988"",""EXPEL 6MG DRP 15ML SS PH"",0,""BOT"",100.33,51.000,0.000,5116.810,358.18,4758.63,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151995"",""ALLERKID 5MG SYR 30ML SS PH"",0,""BOT"",136.49,12.000,0.000,1637.933,114.65,1523.28,"""",0.000"
"D,""3001139479"",""01/25/2022"",""151994"",""ALLERKID 2.5MG DRP 10ML SS PH"",0,""BOT"",149.11,47.000,0.000,7007.963,490.56,6517.40,"""",0.000"
"D,""3001139479"",""01/25/2022"",""153089"",""DISUDRIN SYR 120ML SS PH"",0,""BOT"",164.54,40.000,0.000,6581.568,460.71,6120.86,"""",0.000"
"D,""3001139553"",""01/25/2022"",""155216"",""FUNXION 75MG CAP 30BOX SS PH"",0,""BOX"",1193.49,2.000,0.000,2386.989,167.09,2219.90,"""",0.000"
"D,""3001139553"",""01/25/2022"",""105641"",""FUNZELA TAB 150MG 1 SS PH"",0,""BOX"",588.88,1.000,0.000,588.885,41.23,547.66,"""",0.000"
"D,""3001139553"",""01/25/2022"",""155846"",""HEMARATE FA TAB 100BOX SS PH"",0,""BOX"",2156.90,2.000,0.000,4313.792,301.96,4011.83,"""",0.000"
"D,""3001139553"",""01/25/2022"",""106706"",""HEMOSTAN 500MG CAP 100 SS PH"",0,""BOX"",3675.69,2.000,0.000,7351.389,514.60,6836.79,"""",0.000"
"D,""3001139553"",""01/25/2022"",""140864"",""HYDRITE REF APPLE GRN 4.1G 100"",0,""BOX"",1564.60,1.000,0.000,1564.595,109.52,1455.08,"""",0.000"
"D,""3001139553"",""01/25/2022"",""165401"",""IMMUNOSIN 500MG TAB 24 BOX SS PH"",0,""BOX"",597.79,2.000,0.000,1195.578,83.69,1111.89,"""",0.000"
"D,""3001139553"",""01/25/2022"",""107741"",""INOFLOX 3MG DRP 5ML SS PH"",0,""BOT"",444.51,1.000,0.000,444.506,31.11,413.40,"""",0.000"
"D,""3001139553"",""01/25/2022"",""107673"",""INOFLOX 200MG TAB 30 SS PH"",0,""BOX"",1949.56,2.000,0.000,3899.123,272.94,3626.18,"""",0.000"
"D,""3001139553"",""01/25/2022"",""155907"",""KASTAIR EZ 4 MG TAB 28BOX SS PH"",0,""BOX"",604.64,1.000,0.000,604.643,42.32,562.32,"""",0.000"
"D,""3001139553"",""01/25/2022"",""154683"",""KASTAIR EZTAB 5MG TAB 28BOX SS PH"",0,""BOX"",721.13,1.000,0.000,721.134,50.48,670.65,"""",0.000"
